mode,load,0_mobilenet_v2-4,1_mobilenet_v3_small-32,2_vgg16-2
mps-uncap,0.8,2.190828323364258,2.7289390563964844,1.9299983978271484
mps-uncap,0.9,2.2139549255371094,2.712726593017578,1.916646957397461
mps-uncap,1.0,2.223491668701172,2.733469009399414,1.9567012786865234
mps-uncap,0.5,2.2308826446533203,2.735614776611328,1.9335746765136719
mps-uncap,0.6,2.2246837615966797,2.725362777709961,1.9273757934570312
mps-uncap,0.7,2.184629440307617,2.7310848236083984,1.9245147705078125
mps-uncap,0.1,2.1965503692626953,2.742290496826172,1.924276351928711
mps-uncap,0.2,2.1615028381347656,2.7189254760742188,1.9190311431884766
mps-uncap,0.3,2.179861068725586,2.7353763580322266,1.9407272338867188
mps-uncap,0.4,2.1486282348632812,2.7191638946533203,1.9383430480957031
