mode,load,0_mobilenet_v2-4,1_mobilenet_v3_small-32,2_vgg16-2
mps-uncap,0.8,14.14921760559082,25.950574874877812,18.406276702880856
mps-uncap,0.9,30.80127716064457,48.96783590316754,34.13169384002698
mps-uncap,1.0,230.0243854522706,255.57069778442377,127.89111137390135
mps-uncap,0.5,13.91073703765869,14.135901927947987,5.474233627319335
mps-uncap,0.6,14.44161415100095,13.842282295227049,7.566804885864259
mps-uncap,0.7,12.542419433593743,15.890128612518296,10.95608472824095
mps-uncap,0.1,5.2918291091918945,6.0084533691406286,1.8624830245971717
mps-uncap,0.2,9.000921249389648,10.577604770660416,2.4966239929199197
mps-uncap,0.3,11.423063278198212,11.846008300781282,3.170638084411612
mps-uncap,0.4,13.143470287322993,13.360962867736832,4.750080108642582
