mode,load,0_mobilenet_v2-4,1_mobilenet_v3_small-32,2_vgg16-2
mps-uncap,0.8,17.206151485443115,30.45483589172351,21.341290473937985
mps-uncap,0.9,34.442210197448745,53.71645450592038,37.29403018951416
mps-uncap,1.0,233.32123279571564,260.6374549865722,131.0125660896301
mps-uncap,0.5,17.650403976440426,18.856713771820058,7.797603607177732
mps-uncap,0.6,18.212041854858395,17.964348793029785,10.256681442260742
mps-uncap,0.7,15.638113021850579,20.1870584487915,13.72271776199336
mps-uncap,0.1,10.531239509582525,11.781234741210941,4.026043415069583
mps-uncap,0.2,13.961403369903554,16.0033655166626,4.724991321563718
mps-uncap,0.3,16.26815795898437,17.218022346496582,5.55945873260498
mps-uncap,0.4,17.221522331237775,18.283526897430445,7.272834777832032
