mode,load,0_mobilenet_v2-4,1_mobilenet_v3_small-32,2_vgg16-2
mps-uncap,0.8,2.2335052490234375,2.744913101196289,1.94549560546875
mps-uncap,0.9,2.244234085083008,2.731800079345703,1.9326210021972656
mps-uncap,1.0,2.2459030151367188,2.7947425842285156,1.9931793212890625
mps-uncap,0.5,2.2783279418945312,2.7527809143066406,1.9521713256835938
mps-uncap,0.6,2.249002456665039,2.7418136596679688,1.941680908203125
mps-uncap,0.7,2.2225379943847656,2.746105194091797,1.936197280883789
mps-uncap,0.1,2.218008041381836,2.758502960205078,1.941680908203125
mps-uncap,0.2,2.192258834838867,2.7370452880859375,1.9359588623046875
mps-uncap,0.3,2.231597900390625,2.7494430541992188,1.9557476043701172
mps-uncap,0.4,2.1774768829345703,2.735614776611328,1.9512176513671875
