mode,load,0_densenet121-4,1_densenet121-4,2_densenet121-4,3_densenet121-4
mig,0.1,32.255024909973095,32.198178768157966,39.855861663818374,30.696201324462887
mig,0.2,35.76582670211791,34.33350324630735,36.32082939147945,38.83298635482787
mig,0.3,32.935147285461454,37.22267150878905,35.011405944824226,47.219676971435625
mig,0.4,34.62715148925782,34.69491004943848,35.83073616027831,45.91416358947752
mig,0.5,31.83104515075684,34.50244903564453,32.59148597717283,63.24634552001957
mig,0.6,50.9946346282959,44.38435554504383,47.02466011047363,80.84182024002074
mig,0.7,50.83387851715088,68.54192495346071,57.44652271270742,93.52335929870603
mig,0.8,70.85763931274411,93.9167261123659,97.30248451232899,198.9415979385376
mig,0.9,137.47882843017578,128.1514263153076,140.01905441284174,185.3491926193237
mig,1.0,780.2687168121337,791.3086056709287,511.21628284454346,603.433084487915
