mode,load,0_densenet121-4,1_densenet121-4,2_densenet121-4,3_densenet121-4
mig,0.1,39.52383995056152,41.417837142944336,48.32196235656738,39.025068283081055
mig,0.2,52.826642990112305,51.90300941467285,54.099082946777344,52.983999252319336
mig,0.3,46.35787010192871,52.92677879333496,48.69675636291504,65.65713882446289
mig,0.4,53.64823341369629,48.26474189758301,60.827016830444336,73.89545440673828
mig,0.5,48.79951477050781,48.027992248535156,44.4028377532959,79.36406135559082
mig,0.6,83.13965797424316,64.64266777038574,76.93171501159668,104.62284088134766
mig,0.7,71.40922546386719,121.84953689575195,113.12556266784668,138.89360427856445
mig,0.8,87.2802734375,142.2250270843506,136.38043403625488,237.98751831054688
mig,0.9,177.90675163269043,147.66907691955566,187.85429000854492,220.31402587890625
mig,1.0,840.7249450683594,857.7966690063477,550.438642501831,656.4240455627441
