mode,load,0_densenet121-4,1_densenet121-4,2_densenet121-4,3_densenet121-4
mig,0.1,18.998146057128906,18.906593322753906,19.604206085205078,19.13595199584961
mig,0.2,25.8486270904541,20.238876342773438,20.148754119873047,19.920825958251953
mig,0.3,16.826629638671875,18.759489059448242,19.029855728149414,21.9576358795166
mig,0.4,16.746044158935547,16.31021499633789,16.559600830078125,18.489360809326172
mig,0.5,13.122081756591797,15.671014785766602,13.111114501953125,15.980720520019531
mig,0.6,13.076543807983398,13.132333755493164,12.90750503540039,13.905048370361328
mig,0.7,12.64333724975586,12.168645858764648,10.488033294677734,13.919591903686523
mig,0.8,10.403156280517578,11.431455612182617,10.345458984375,13.89002799987793
mig,0.9,10.024547576904297,10.263681411743164,12.56108283996582,13.88096809387207
mig,1.0,8.571386337280273,8.669376373291016,9.841203689575195,13.818979263305664
