mode,load,0_densenet121-4,1_densenet121-4,2_densenet121-4,3_densenet121-4
mig,0.1,50.12722773309792,48.769341027647826,48.05884344942951,27.179521211999454
mig,0.2,103.53101716095469,102.10302136430946,100.50544206138909,58.42581264719193
mig,0.3,155.80617114894775,149.00663596895004,154.17191435120046,86.61673510498265
mig,0.4,201.34274335836201,203.98102916697786,199.63224166572542,109.30536271536972
mig,0.5,248.27689640398074,248.33203150576264,249.72119492568703,149.8579772235527
mig,0.6,318.8138780124572,295.7065476404404,292.9939139805962,173.39950559367972
mig,0.7,354.79638174810486,345.41133422270144,344.5244880775221,201.56310371145835
mig,0.8,391.09262863120716,390.95542345449786,408.6199632228485,229.99203846121884
mig,0.9,455.64356894087285,445.2320984762059,454.63583758698303,260.4762153694985
mig,1.0,503.2084526273333,503.80863107782653,494.8096566858999,286.7256784192117
