mode,load,0_efficientnet_b5-16,1_efficientnet_b5-16,2_efficientnet_b5-16,3_efficientnet_b5-16
mig,0.1,53.85899543762207,54.07071113586426,53.99930477142334,105.377197265625
mig,0.2,53.9250373840332,54.084062576293945,54.071664810180664,105.47637939453125
mig,0.3,53.97665500640869,54.128170013427734,54.21888828277588,105.61394691467285
mig,0.4,54.016709327697754,54.105401039123535,54.163455963134766,105.66043853759766
mig,0.5,54.039716720581055,54.14700508117676,54.222822189331055,105.63433170318604
mig,0.6,54.07595634460449,54.18992042541504,54.25107479095459,105.77523708343506
mig,0.7,54.22854423522949,54.42941188812256,54.375410079956055,106.1563491821289
mig,0.8,54.53324317932129,54.71634864807129,54.702162742614746,106.72736167907715
mig,0.9,54.876089096069336,55.00483512878418,55.07087707519531,107.25045204162598
mig,1.0,55.05228042602539,55.181145668029785,55.17840385437012,107.59103298187256
