mode,load,0_efficientnet_b5-16,1_efficientnet_b5-16,2_efficientnet_b5-16,3_efficientnet_b5-16
mig,0.1,28.71071467515999,30.489442664361707,34.11126536174212,18.255225334284482
mig,0.2,58.870775333323266,64.2118280111358,64.02381778817994,32.80980887620579
mig,0.3,92.28801866023926,98.2539812980102,91.2784374406678,55.462282038598616
mig,0.4,127.64301081533294,133.91801458392163,122.76884653503998,65.53680837511627
mig,0.5,161.08927648935898,161.24979378889822,156.50961020392498,83.31600779527712
mig,0.6,193.6034318960098,200.83391843050188,197.33820918792378,102.6179718100979
mig,0.7,223.40631678771413,228.20244839121523,234.88669110746798,106.61099520092769
mig,0.8,254.82043424633568,255.1244539723419,266.4049295154854,128.0959399687874
mig,0.9,288.1492171879042,284.48170713313345,277.4110710630741,146.04990679908755
mig,1.0,289.2716095173841,287.4733880576107,288.8612520511752,147.5439655496569
