mode,load,0_efficientnet_b5-16,1_efficientnet_b5-16,2_efficientnet_b5-16,3_efficientnet_b5-16
mig,0.1,58.9618444442749,69.70775127410892,55.17997741699219,178.9138317108155
mig,0.2,88.58094215393066,91.0118818283081,89.404296875,155.1931858062744
mig,0.3,97.28913307189944,102.54950523376465,111.93513870239258,198.52294921875
mig,0.4,120.18156051635742,126.18176937103281,114.00675773620605,224.98226165771484
mig,0.5,158.09369087219235,152.59418487548825,140.96622467041018,346.207308769226
mig,0.6,200.9366750717163,216.65449142456063,216.23091697692877,556.2703609466554
mig,0.7,227.65865325927734,361.63187026977545,318.77486705780024,452.2149562835694
mig,0.8,740.2320861816415,698.5620975494386,730.4004430770874,846.3445663452151
mig,0.9,2854.860258102417,1190.7825946807864,749.462890625,3113.047933578491
mig,1.0,4325.0585079193115,5268.174505233765,7162.585401535034,7251.72815322876
