mode,load,0_efficientnet_b5-16,1_efficientnet_b5-16,2_efficientnet_b5-16,3_efficientnet_b5-16
mig,0.1,62.038817405700655,62.121512889862075,58.35618257522583,112.71035194396975
mig,0.2,57.126331329345696,57.08236694335937,57.12089300155639,110.19974946975708
mig,0.3,58.11898469924925,58.77600193023681,57.726323604583726,109.66927528381348
mig,0.4,57.75272846221924,57.49935388565062,58.217406272888184,109.80801582336424
mig,0.5,57.51474380493163,57.94761657714843,57.8084659576416,109.57497119903564
mig,0.6,57.71148204803467,57.996106147766135,58.20305347442627,109.44470882415771
mig,0.7,57.38982200622559,57.68622398376465,57.57470607757568,109.22245502471924
mig,0.8,57.7059030532837,57.8385066986084,57.677340507507324,110.17390727996826
mig,0.9,57.82958984375,58.22482585906983,58.24307441711424,110.34110069274901
mig,1.0,57.92993545532229,58.3148980140686,58.26759338378906,111.47943973541261
