mode,load,0_alexnet-32,1_mobilenet_v2-32,2_resnet101-4
mps-uncap,1.0,6.920576095581055,11.676740646362305,20.03464698791504
mig,1.0,5.213308334350586,20.95022201538086,11.349272727966309
