mode,load,0_alexnet-32,1_mobilenet_v2-32,2_resnet101-4
mps-uncap,1.0,4.354953765869141,10.964393615722656,17.426490783691406
mig,1.0,4.72569465637207,20.05314826965332,11.133670806884766
