mode,load,0_alexnet-32,1_mobilenet_v2-32,2_resnet101-4
mps-uncap,1.0,2.827167510986328,9.258031845092773,13.178110122680664
mig,1.0,4.158973693847656,19.317626953125,10.930299758911133
