mode,load,0_alexnet-32,1_mobilenet_v2-32,2_resnet101-4
mps-uncap,1.0,0.00476837158203125,0.0040531158447265625,0.000476837158203125
mig,1.0,0.0064373016357421875,0.000476837158203125,0.0064373016357421875
