mode,load,0_alexnet-32,1_mobilenet_v2-32,2_resnet101-4
mps-uncap,1.0,2.8269290924072266,9.258031845092773,13.178110122680664
mig,1.0,4.158735275268555,19.3173885345459,10.930061340332031
