mode,load,0_alexnet-32,1_mobilenet_v2-32,2_resnet101-4
mps-uncap,1.0,6.920337677001953,11.676549911499023,20.03459930419922
mig,1.0,5.213022232055664,20.949983596801758,11.349201202392578
