mode,load,0_mobilenet_v2-4,1_resnet152-4,2_vgg11-8
mps-uncap,0.8,4.046916961669922,13.527870178222656,3.525972366333008
mps-uncap,0.9,4.115104675292969,13.476848602294922,3.5560131072998047
mps-uncap,1.0,4.572868347167969,14.497756958007812,3.9491653442382812
mps-uncap,0.5,4.019498825073242,13.059377670288086,3.421306610107422
mps-uncap,0.6,3.9930343627929688,13.151884078979492,3.4215450286865234
mps-uncap,0.7,4.03904914855957,13.226747512817383,3.4656524658203125
mps-uncap,0.1,4.118442535400391,14.267921447753906,3.518342971801758
mps-uncap,0.2,4.074335098266602,13.868570327758789,3.518342971801758
mps-uncap,0.3,4.0111541748046875,13.108015060424805,3.4766197204589844
mps-uncap,0.4,3.992319107055664,13.379096984863281,3.434896469116211
