mode,load,0_mobilenet_v2-4,1_resnet152-4,2_vgg11-8
mps-uncap,0.8,14.438867568969727,33.01715850830078,9.441852569580078
mps-uncap,0.9,12.135982513427734,31.462907791137695,13.162851333618164
mps-uncap,1.0,8.694887161254883,28.767824172973633,6.60252571105957
mps-uncap,0.5,9.980201721191406,29.84786033630371,8.495569229125977
mps-uncap,0.6,18.053531646728516,26.293277740478516,12.52126693725586
mps-uncap,0.7,17.592430114746094,32.57441520690918,11.694669723510742
mps-uncap,0.1,11.855840682983398,34.104347229003906,7.891178131103516
mps-uncap,0.2,11.770963668823242,34.25884246826172,6.71076774597168
mps-uncap,0.3,11.446237564086914,32.297611236572266,18.30291748046875
mps-uncap,0.4,10.833740234375,26.21769905090332,15.199422836303711
