mode,load,0_mobilenet_v2-4,1_resnet152-4,2_vgg11-8
mps-uncap,0.8,507.8995650378205,109.64040267149103,1589.8673500434422
mps-uncap,0.9,577.7296148154907,121.76997182637402,1776.3077129665799
mps-uncap,1.0,615.0773333065575,143.7436301377104,1750.2722292674478
mps-uncap,0.5,313.3352064978734,70.20004823530756,980.48116404378
mps-uncap,0.6,373.4573998158346,81.69034514375183,1181.0147781177618
mps-uncap,0.7,438.7501337378116,94.51789795171716,1335.2876865942924
mps-uncap,0.1,62.8348620851691,13.734576300294561,198.20450142682927
mps-uncap,0.2,123.86963608011517,25.077373883670635,403.70410910853633
mps-uncap,0.3,189.84802952680394,41.71063336264611,584.5040048188845
mps-uncap,0.4,254.57959955044396,55.13921352253704,769.9944075496369
