mode,load,0_mobilenet_v2-4,1_resnet152-4,2_vgg11-8
mps-uncap,0.8,7.898402214050292,26.895694732666016,5.784943103790288
mps-uncap,0.9,7.811274528503418,27.440559864044182,5.252764225006101
mps-uncap,1.0,7.81208038330078,27.445015907287598,5.055367946624756
mps-uncap,0.5,8.38414192199707,27.772750854492188,5.87963342666626
mps-uncap,0.6,7.647819519042963,24.936294555664062,5.7727789878845215
mps-uncap,0.7,7.963099479675285,26.113114356994636,5.986680984497072
mps-uncap,0.1,10.44098854064942,33.94958019256592,6.585733890533447
mps-uncap,0.2,10.270133018493652,31.94512367248535,5.510828495025632
mps-uncap,0.3,10.01493453979492,27.878103256225522,5.724811553955082
mps-uncap,0.4,9.426085948944092,25.12779712677002,5.801663398742676
