mode,load,0_mobilenet_v2-4,1_resnet152-4,2_vgg11-8
mps-uncap,0.8,10.73765754699707,26.672840118408203,15.051722526550293
mps-uncap,0.9,27.981996536254883,47.18363285064697,198.90785217285156
mps-uncap,1.0,1393.0840492248535,144.79446411132812,3998.265504837036
mps-uncap,0.5,5.815029144287109,18.224239349365234,4.899024963378906
mps-uncap,0.6,6.320953369140625,18.653273582458496,5.854606628417969
mps-uncap,0.7,7.439255714416504,21.9573974609375,7.874250411987305
mps-uncap,0.1,9.474396705627441,26.473522186279297,4.389286041259766
mps-uncap,0.2,9.432077407836914,24.0936279296875,4.35185432434082
mps-uncap,0.3,8.834362030029297,21.123886108398438,4.508018493652344
mps-uncap,0.4,7.39896297454834,17.62688159942627,4.686832427978516
