mode,load,0_densenet169-4,1_inception_v3-4,2_resnet34-8
mps-uncap,0.8,10.478973388671875,6.114840507507324,3.43930721282959
mps-uncap,0.9,11.592984199523926,6.073951721191406,3.7043094635009766
mps-uncap,1.0,12.149214744567871,6.90150260925293,3.5996437072753906
mps-uncap,0.5,10.458230972290039,6.114721298217773,3.2804012298583984
mps-uncap,0.6,10.631322860717773,5.730628967285156,3.234267234802246
mps-uncap,0.7,10.586977005004883,5.753040313720703,3.2927989959716797
mps-uncap,0.1,17.91071891784668,11.986374855041504,4.6825408935546875
mps-uncap,0.2,16.472578048706055,11.329174041748047,4.634380340576172
mps-uncap,0.3,15.134096145629883,8.59689712524414,4.556179046630859
mps-uncap,0.4,11.022090911865234,8.131265640258789,4.348993301391602
