mode,load,0_densenet169-4,1_inception_v3-4,2_resnet34-8
mps-uncap,0.8,9.833335876464844,4.826068878173828,2.501964569091797
mps-uncap,0.9,9.869575500488281,4.8046112060546875,2.505064010620117
mps-uncap,1.0,9.72437858581543,4.74238395690918,2.5305747985839844
mps-uncap,0.5,9.618043899536133,4.8160552978515625,2.499818801879883
mps-uncap,0.6,9.849071502685547,4.805803298950195,2.4962425231933594
mps-uncap,0.7,9.72890853881836,4.734992980957031,2.5229454040527344
mps-uncap,0.1,9.785652160644531,4.8656463623046875,2.524137496948242
mps-uncap,0.2,9.79161262512207,4.8007965087890625,2.499103546142578
mps-uncap,0.3,9.665966033935547,4.8847198486328125,2.507448196411133
mps-uncap,0.4,9.500265121459961,4.9076080322265625,2.500295639038086
