mode,load,0_densenet169-4,1_inception_v3-4,2_resnet34-8
mps-uncap,0.8,250.95606313851698,440.6237623332263,1673.2465174970964
mps-uncap,0.9,277.3310464221454,498.36730234998777,1862.7282545116675
mps-uncap,1.0,319.0328929516422,553.3650883777808,2168.5613784023312
mps-uncap,0.5,164.56819529499802,283.9257665224338,1053.3251635783133
mps-uncap,0.6,190.15150056963722,340.4454397998404,1290.343608143795
mps-uncap,0.7,222.63045994044566,386.40955781837044,1489.8620634688073
mps-uncap,0.1,31.28790763472247,54.91778497281359,210.380535817673
mps-uncap,0.2,62.08988804350023,111.73144004351877,422.0777300621131
mps-uncap,0.3,88.15998902994511,168.04372719662027,646.3509219313537
mps-uncap,0.4,129.2040634617109,225.8256707496289,852.6365261253504
