mode,load,0_densenet121-32,1_densenet121-32,2_densenet121-32,3_densenet121-32
mig,0.1,70.14874405630158,77.01355924257778,58.925577892854584,43.28872163570217
mig,0.2,128.94330900187722,137.92305657499068,127.80438208280066,63.92559847986463
mig,0.3,178.19022792285344,194.26863519245438,199.10629064477178,97.7904522657292
mig,0.4,252.80040722613793,251.8241954761864,266.9747783832456,136.25924401916544
mig,0.5,330.2733589060445,339.8059413630392,326.8694134105395,167.45316840162175
mig,0.6,385.75415333046976,367.8012004483184,393.4491421993102,211.6393166313873
mig,0.7,456.8455906306977,479.51617688610037,464.3656796104727,248.94725955353968
mig,0.8,517.8563581800493,562.9103318118073,521.0523555192204,265.4339705714055
mig,0.9,572.2668102860349,607.6891430070006,567.3431235155084,307.62949137923863
mig,1.0,655.3882849225904,631.8698478624814,646.3408930115432,328.3413896831615
