mode,load,0_densenet121-32,1_densenet121-32,2_densenet121-32,3_densenet121-32
mig,0.1,48.264503479003906,48.597145080566406,48.61729145050049,92.91620254516602
mig,0.2,48.27713966369629,48.58450889587402,48.59790802001953,92.91958808898926
mig,0.3,48.25448989868164,48.563289642333984,48.59957695007324,92.90051460266113
mig,0.4,48.24674129486084,48.55632781982422,48.58753681182861,92.90335178375244
mig,0.5,48.241233825683594,48.55690002441406,48.558998107910156,92.88802146911621
mig,0.6,48.229217529296875,48.53501319885254,48.55704307556152,92.8743839263916
mig,0.7,48.22111129760742,48.53808879852295,48.54903221130371,92.8534984588623
mig,0.8,48.223114013671875,48.494648933410645,48.53966236114502,92.86892414093018
mig,0.9,48.215627670288086,48.48597049713135,48.52762222290039,92.85752773284912
mig,1.0,48.340559005737305,49.063777923583984,49.051523208618164,93.0840015411377
