mode,load,0_densenet169-2,1_densenet169-32,2_mobilenet_v2-16,3_mobilenet_v2-32
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
