mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_vgg16-8
mps-uncap,0.8,157.85527229309082,127.70223617553711,116.6388988494873
mps-uncap,0.9,343.39451789855957,301.4512062072754,625.1425743103027
mps-uncap,1.0,827.5668621063232,8699.573755264282,5822.035789489746
mps-uncap,0.5,36.13090515136719,18.090486526489258,40.73214530944824
mps-uncap,0.6,90.42501449584961,23.56243133544922,69.07105445861816
mps-uncap,0.7,95.77083587646484,42.0680046081543,74.26118850708008
mps-uncap,0.1,23.741722106933594,7.628679275512695,9.140491485595703
mps-uncap,0.2,29.01148796081543,8.26406478881836,17.08841323852539
mps-uncap,0.3,31.707048416137695,18.780231475830078,24.98912811279297
mps-uncap,0.4,30.863046646118164,17.875194549560547,28.548002243041992
