mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_vgg16-8
mps-uncap,0.8,503.74386781379724,370.38488219720307,930.0205144008004
mps-uncap,0.9,547.5578980215433,416.5422106245209,1076.9142184321952
mps-uncap,1.0,632.4899864682097,397.45129781522724,1074.468993689732
mps-uncap,0.5,308.4986227149704,227.82691503872434,577.302920891501
mps-uncap,0.6,375.06931101726514,274.6818591871372,728.2721331439878
mps-uncap,0.7,426.10710553835224,323.7824964385789,847.4789900649448
mps-uncap,0.1,63.59215201662303,47.33276273223208,125.21520353190137
mps-uncap,0.2,131.52267787056397,90.31947453035092,236.2051595122445
mps-uncap,0.3,188.9104628932996,138.54943362932906,353.4559671934756
mps-uncap,0.4,259.9815646521189,179.6416471248643,472.11475794665154
