mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_vgg16-8
mps-uncap,0.8,177.17981338500977,129.47821617126465,124.51410293579102
mps-uncap,0.9,366.6262626647949,307.1484565734863,632.0571899414062
mps-uncap,1.0,853.2910346984863,8704.548597335815,5829.095363616943
mps-uncap,0.5,60.75692176818848,25.206804275512695,46.801090240478516
mps-uncap,0.6,112.44535446166992,27.751445770263672,77.72564888000488
mps-uncap,0.7,110.11171340942383,47.02258110046387,80.31702041625977
mps-uncap,0.1,38.93280029296875,11.22903823852539,16.937971115112305
mps-uncap,0.2,42.57369041442871,12.18414306640625,23.21791648864746
mps-uncap,0.3,49.7286319732666,23.205995559692383,31.131982803344727
mps-uncap,0.4,45.24540901184082,22.464275360107422,34.8355770111084
