mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_vgg16-8
mps-uncap,0.8,25.086307525634766,5.966806411743165,8.192443847656252
mps-uncap,0.9,25.737810134887695,6.203198432922363,8.162331581115723
mps-uncap,1.0,25.713181495666507,6.469941139221191,8.18943977355957
mps-uncap,0.5,20.977783203125,5.13460636138916,7.65383243560791
mps-uncap,0.6,26.55313014984131,4.774904251098633,8.004426956176758
mps-uncap,0.7,24.037504196166992,5.525302886962891,7.963848114013673
mps-uncap,0.1,20.954608917236328,4.102039337158203,8.444571495056152
mps-uncap,0.2,20.527124404907227,4.822540283203126,7.060766220092773
mps-uncap,0.3,20.466923713684082,5.051827430725098,7.168579101562499
mps-uncap,0.4,19.838333129882812,5.0579071044921875,7.498311996459961
