mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_vgg16-8
mps-uncap,0.8,8.442401885986328,1.6736984252929688,5.666017532348633
mps-uncap,0.9,8.678197860717773,1.6498565673828125,5.908966064453125
mps-uncap,1.0,13.083219528198242,1.712799072265625,6.0520172119140625
mps-uncap,0.5,8.522272109985352,1.6541481018066406,5.621671676635742
mps-uncap,0.6,8.403301239013672,1.6694068908691406,5.637168884277344
mps-uncap,0.7,8.515357971191406,1.645803451538086,5.645751953125
mps-uncap,0.1,10.020017623901367,2.035856246948242,6.128072738647461
mps-uncap,0.2,8.764982223510742,1.7664432525634766,6.109476089477539
mps-uncap,0.3,8.70966911315918,1.7583370208740234,5.594491958618164
mps-uncap,0.4,8.586883544921875,1.6694068908691406,5.615711212158203
