mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_vgg16-8
mps-uncap,0.8,22.452473640441895,4.128694534301758,7.126808166503906
mps-uncap,0.9,24.187326431274414,4.837989807128906,7.186532020568848
mps-uncap,1.0,24.29509162902832,5.142807960510254,7.247209548950195
mps-uncap,0.5,13.910531997680664,3.307461738586426,6.683707237243652
mps-uncap,0.6,15.452146530151367,2.8836727142333984,6.628274917602539
mps-uncap,0.7,18.169641494750977,3.4606456756591797,6.90770149230957
mps-uncap,0.1,19.194602966308594,3.8797855377197266,6.211042404174805
mps-uncap,0.2,18.44501495361328,3.9207935333251953,6.25300407409668
mps-uncap,0.3,17.232656478881836,3.8352012634277344,6.409764289855957
mps-uncap,0.4,14.933109283447266,3.7140846252441406,6.531000137329102
