mode,load,0_inception_v3-16,1_squeezenet1_1-2,2_vgg16-8
mps-uncap,0.8,130.3712129592895,76.17170333862269,93.54532480239864
mps-uncap,0.9,289.3929409980767,263.2759499549866,590.2823424339294
mps-uncap,1.0,797.8310108184816,8577.389032840729,5674.335408210754
mps-uncap,0.5,45.11539459228518,15.006659030914305,28.40443849563597
mps-uncap,0.6,79.44621086120573,13.842306137084956,44.00846958160411
mps-uncap,0.7,81.11993789672863,27.858824729919466,60.214262008667056
mps-uncap,0.1,34.48945999145504,7.749443054199224,13.768153190612786
mps-uncap,0.2,36.15406036376953,9.281661510467531,15.824556350708008
mps-uncap,0.3,37.228546142578125,11.600344181060793,19.795279502868617
mps-uncap,0.4,39.67702388763432,12.319402694702154,22.573962211608894
