mode,load,0_efficientnet_b6-32,1_resnet101-32,2_squeezenet1_0-2
mps-uncap,0.8,409.2147617051044,628.578724685761,211.1343221541335
mps-uncap,0.9,474.8547364970966,713.715310537428,235.61992005769832
mps-uncap,1.0,484.64413258955744,706.8897620320854,237.90565377862
mps-uncap,0.5,258.5920294448456,373.8371846535425,127.60958541219496
mps-uncap,0.6,303.55450332413386,484.87555835027973,157.2909045334582
mps-uncap,0.7,343.05789302383914,534.2507194413395,182.56230931684664
mps-uncap,0.1,49.763497519783655,82.19918086145682,25.300371234443716
mps-uncap,0.2,101.68332800287388,163.13869364656918,50.16998032057081
mps-uncap,0.3,151.9158818124033,231.2413034889558,76.80875363630366
mps-uncap,0.4,210.47100446060193,277.46539076501693,104.24001275305874
