mode,load,0_efficientnet_b6-32,1_resnet101-32,2_squeezenet1_0-2
mps-uncap,0.8,646.9161510467529,345.9489345550537,151.1707305908203
mps-uncap,0.9,3470.4601764678955,946.5994834899902,263.8723850250244
mps-uncap,1.0,3373.0390071868896,4591.84718132019,5829.099416732788
mps-uncap,0.5,206.33888244628906,118.14522743225098,36.66496276855469
mps-uncap,0.6,373.95262718200684,201.9212245941162,66.61391258239746
mps-uncap,0.7,482.88702964782715,189.99600410461426,61.92755699157715
mps-uncap,0.1,143.5387134552002,82.59010314941406,16.016483306884766
mps-uncap,0.2,114.15457725524902,77.21996307373047,20.653963088989258
mps-uncap,0.3,153.06806564331055,137.7551555633545,50.01211166381836
mps-uncap,0.4,174.15666580200195,102.72669792175293,36.660194396972656
