mode,load,0_efficientnet_b6-32,1_resnet101-32,2_squeezenet1_0-2
mps-uncap,0.8,39.453983306884766,19.993066787719727,1.744985580444336
mps-uncap,0.9,66.39337539672852,33.80727767944336,2.117633819580078
mps-uncap,1.0,40.03262519836426,21.19302749633789,1.844644546508789
mps-uncap,0.5,38.14053535461426,19.46544647216797,1.7619132995605469
mps-uncap,0.6,38.30599784851074,19.581317901611328,1.7285346984863281
mps-uncap,0.7,38.362741470336914,19.680261611938477,1.7707347869873047
mps-uncap,0.1,38.24257850646973,19.678354263305664,1.8439292907714844
mps-uncap,0.2,38.1777286529541,19.545555114746094,2.0194053649902344
mps-uncap,0.3,38.2082462310791,19.6225643157959,1.8007755279541016
mps-uncap,0.4,38.158416748046875,19.50693130493164,1.745462417602539
