mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_small-8,3_squeezenet1_1-16
mps-uncap,1.0,1231.026519712317,3084.9659978743507,1034.9412504544343,2506.167152440862
