mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_small-8,3_squeezenet1_1-16
mps-uncap,1.0,23.889541625976562,7.167339324951172,3.370523452758789,3.5562515258789062
