mode,load,0_densenet169-2,1_vgg11-16,2_vgg13-8
mps-uncap,0.8,24.54698085784912,8.114814758300781,8.265972137451172
mps-uncap,0.9,35.17961502075195,8.861064910888672,9.075641632080078
mps-uncap,1.0,76.40230655670166,9.607791900634766,9.611368179321289
mps-uncap,0.5,23.46670627593994,5.6133270263671875,4.60505485534668
mps-uncap,0.6,20.535707473754883,5.889415740966797,4.782319068908691
mps-uncap,0.7,18.954753875732422,7.060527801513672,6.6280364990234375
mps-uncap,0.1,23.987889289855957,5.4579973220825195,4.546165466308594
mps-uncap,0.2,25.077104568481445,5.446672439575195,4.502534866333008
mps-uncap,0.3,24.779796600341797,5.4759979248046875,4.496574401855469
mps-uncap,0.4,23.807764053344727,5.491495132446289,4.528284072875977
