mode,load,0_densenet169-2,1_vgg11-16,2_vgg13-8
mps-uncap,0.8,29.68873977661138,21.409463882446293,21.993565559387214
mps-uncap,0.9,60.378313064575195,35.1165771484375,35.64307689666748
mps-uncap,1.0,989.6287441253662,473.5347509384155,453.3810615539551
mps-uncap,0.5,1.4700889587402344,5.718803405761719,5.581045150756837
mps-uncap,0.6,7.0170640945434535,8.108711242675781,7.661342620849609
mps-uncap,0.7,18.710565567016605,14.815306663513184,11.234045028686523
mps-uncap,0.1,0.07047653198242188,0.06723403930664062,0.07486343383789062
mps-uncap,0.2,0.06670951843261719,0.5424022674560567,0.2678394317626956
mps-uncap,0.3,0.06852149963378908,3.0033349990844727,2.3807048797607426
mps-uncap,0.4,0.08301734924316437,4.726886749267578,3.9057254791259775
