mode,load,0_densenet169-2,1_vgg11-16,2_vgg13-8
mps-uncap,0.8,30.34675121307373,10.66732406616211,9.905576705932617
mps-uncap,0.9,46.47207260131836,15.872359275817871,15.764117240905762
mps-uncap,1.0,472.7369546890259,268.4600353240967,292.0680046081543
mps-uncap,0.5,23.622751235961914,7.165670394897461,5.93256950378418
mps-uncap,0.6,22.367119789123535,8.13746452331543,7.732391357421875
mps-uncap,0.7,22.210121154785156,8.913278579711914,8.804082870483398
mps-uncap,0.1,24.03426170349121,5.519390106201172,4.640102386474609
mps-uncap,0.2,25.173664093017578,5.510568618774414,4.593372344970703
mps-uncap,0.3,25.248050689697266,5.55264949798584,4.6062469482421875
mps-uncap,0.4,24.67799186706543,5.843400955200195,4.721164703369141
