mode,load,0_efficientnet_b7-2,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_resnet18-32
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.000476837158203125
