mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_mobilenet_v3_small-2
mps-uncap,0.8,43.48254203796387,13.437271118164062,10.773420333862305
mps-uncap,0.9,42.97685623168945,14.57834243774414,11.530160903930664
mps-uncap,1.0,41.49055480957031,14.690876007080078,11.73543930053711
mps-uncap,0.5,42.00935363769531,13.836383819580078,10.076522827148438
mps-uncap,0.6,42.40822792053223,13.585567474365234,10.540008544921875
mps-uncap,0.7,42.75941848754883,13.636112213134766,10.732412338256836
mps-uncap,0.1,36.04435920715332,13.03553581237793,10.154962539672852
mps-uncap,0.2,36.87477111816406,13.664960861206055,9.969234466552734
mps-uncap,0.3,40.44842720031738,13.78488540649414,9.81283187866211
mps-uncap,0.4,42.04392433166504,13.315916061401367,10.42628288269043
