mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_mobilenet_v3_small-2
mps-uncap,0.8,116.20938777923584,28.684663772583008,13.31472396850586
mps-uncap,0.9,228.01942825317377,73.31862449645996,30.180978775024403
mps-uncap,1.0,580.402135848999,1722.0754623413086,293.4848308563234
mps-uncap,0.5,36.81755065917969,8.309388160705577,5.498552322387701
mps-uncap,0.6,48.65581989288333,11.018037796020508,6.46531581878662
mps-uncap,0.7,64.20912742614748,15.921425819396976,7.828712463378906
mps-uncap,0.1,0.08449554443359376,0.0762939453125,0.07803440093994142
mps-uncap,0.2,7.890701293945318,2.725982666015622,2.9171943664550777
mps-uncap,0.3,22.087240219116214,5.409216880798341,3.991365432739258
mps-uncap,0.4,25.617885589599627,6.474661827087403,5.401897430419919
