mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_mobilenet_v3_small-2
mps-uncap,0.8,272.7179527282715,117.23780632019043,68.94183158874512
mps-uncap,0.9,654.883861541748,210.61348915100098,109.4362735748291
mps-uncap,1.0,850.5458831787109,1964.5888805389404,522.0839977264404
mps-uncap,0.5,132.64155387878418,47.50394821166992,25.88629722595215
mps-uncap,0.6,208.23192596435547,47.19877243041992,31.0516357421875
mps-uncap,0.7,210.60538291931152,71.40493392944336,46.26750946044922
mps-uncap,0.1,60.92476844787598,19.224166870117188,16.26729965209961
mps-uncap,0.2,86.91644668579102,22.21083641052246,21.884918212890625
mps-uncap,0.3,89.14875984191895,37.146568298339844,22.09305763244629
mps-uncap,0.4,100.21567344665527,34.94763374328613,33.72764587402344
