mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_mobilenet_v3_small-2
mps-uncap,0.8,38.07997703552246,8.022069931030273,4.270792007446289
mps-uncap,0.9,39.54672813415527,8.92949104309082,5.146265029907227
mps-uncap,1.0,40.19594192504883,9.246110916137695,5.665063858032227
mps-uncap,0.5,31.48674964904785,6.881117820739746,5.3253173828125
mps-uncap,0.6,33.29956531524658,7.214903831481934,4.29689884185791
mps-uncap,0.7,34.99138355255127,7.500648498535156,4.0465593338012695
mps-uncap,0.1,26.903629302978516,7.335662841796875,5.938172340393066
mps-uncap,0.2,28.732776641845703,7.302045822143555,5.763888359069824
mps-uncap,0.3,29.60026264190674,7.051706314086914,5.643606185913086
mps-uncap,0.4,30.411243438720703,6.985664367675781,5.737423896789551
