mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_mobilenet_v3_small-2
mps-uncap,0.8,26.73816680908203,4.797220230102539,2.304553985595703
mps-uncap,0.9,26.792287826538086,4.80198860168457,2.2764205932617188
mps-uncap,1.0,28.481245040893555,4.812955856323242,2.301454544067383
mps-uncap,0.5,26.634931564331055,4.804849624633789,2.306222915649414
mps-uncap,0.6,26.68929100036621,4.7931671142578125,2.331972122192383
mps-uncap,0.7,26.597023010253906,4.828691482543945,2.267122268676758
mps-uncap,0.1,26.544809341430664,4.817724227905273,2.3674964904785156
mps-uncap,0.2,26.667356491088867,4.835367202758789,2.330780029296875
mps-uncap,0.3,26.525259017944336,4.828214645385742,2.3424625396728516
mps-uncap,0.4,26.566505432128906,4.803657531738281,2.341747283935547
