mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_mobilenet_v3_small-2
mps-uncap,0.8,41.78130626678467,11.803913116455078,7.376670837402344
mps-uncap,0.9,40.46359062194824,13.054299354553223,8.328485488891602
mps-uncap,1.0,40.74530601501465,13.602375984191895,8.802318572998056
mps-uncap,0.5,38.637399673461914,10.546875,6.374120712280275
mps-uncap,0.6,39.75474834442139,10.815978050231934,6.651473045349119
mps-uncap,0.7,40.46928882598877,11.549162864685062,6.91356658935547
mps-uncap,0.1,31.233716011047363,8.093547821044924,6.335115432739258
mps-uncap,0.2,32.39703178405762,8.775424957275389,6.295371055603027
mps-uncap,0.3,34.696769714355476,9.11064147949219,6.176948547363281
mps-uncap,0.4,36.50107383728027,9.675192832946792,6.588459014892578
