mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_mobilenet_v3_small-2
mps-uncap,0.8,233.3446741104126,78.99377822875975,37.637639045715304
mps-uncap,0.9,587.7356243133546,153.6298823356629,69.13228988647462
mps-uncap,1.0,760.003819465637,1864.3580198287964,456.0938453674316
mps-uncap,0.5,119.61746215820297,29.246566295623783,17.942276000976566
mps-uncap,0.6,146.68261289596597,34.32255983352663,19.447901248931874
mps-uncap,0.7,154.39718484878546,46.441113948822036,25.65132379531859
mps-uncap,0.1,50.747199058532715,13.724210262298577,10.89710712432862
mps-uncap,0.2,68.9293050765991,16.46876573562622,13.936865329742439
mps-uncap,0.3,81.1857318878174,22.530357837677,15.610599517822262
mps-uncap,0.4,83.60704421997069,24.547131061554012,16.93924188613891
