mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_mobilenet_v3_small-2
mps-uncap,0.8,20.727992057800293,4.465818405151367,1.7254352569580078
mps-uncap,0.9,50.284624099731445,18.22817325592041,6.191253662109375
mps-uncap,1.0,229.60495948791504,1026.395559310913,59.49831008911133
mps-uncap,0.5,0.06318092346191406,0.047206878662109375,0.045299530029296875
mps-uncap,0.6,0.06413459777832031,0.047206878662109375,0.04267692565917969
mps-uncap,0.7,8.938312530517578,1.2809038162231445,0.04839897155761719
mps-uncap,0.1,0.06306171417236328,0.06008148193359375,0.05340576171875
mps-uncap,0.2,0.060677528381347656,0.05340576171875,0.04875659942626953
mps-uncap,0.3,0.058650970458984375,0.04982948303222656,0.0438690185546875
mps-uncap,0.4,0.060558319091796875,0.05054473876953125,0.04649162292480469
