mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_mobilenet_v3_small-2
mps-uncap,0.8,26.909589767456055,4.81414794921875,2.345561981201172
mps-uncap,0.9,26.831388473510742,4.8274993896484375,2.3119449615478516
mps-uncap,1.0,28.532028198242188,4.876375198364258,2.371549606323242
mps-uncap,0.5,26.679515838623047,4.827737808227539,2.3555755615234375
mps-uncap,0.6,26.85546875,4.806756973266602,2.381563186645508
mps-uncap,0.7,26.704788208007812,4.84776496887207,2.318859100341797
mps-uncap,0.1,26.594877243041992,4.84013557434082,2.4178028106689453
mps-uncap,0.2,26.69692039489746,4.84776496887207,2.351999282836914
mps-uncap,0.3,26.560544967651367,4.852294921875,2.3794174194335938
mps-uncap,0.4,26.583194732666016,4.814624786376953,2.3925304412841797
