mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_mobilenet_v3_small-2
mps-uncap,0.8,42.89740324020386,13.03408622741699,9.622931480407715
mps-uncap,0.9,40.90611457824707,14.081151485443117,10.087065696716309
mps-uncap,1.0,41.05668544769287,14.224815368652344,10.71721076965332
mps-uncap,0.5,40.72117805480957,13.461086750030518,8.3654260635376
mps-uncap,0.6,41.55293941497803,12.85315752029419,9.180157184600827
mps-uncap,0.7,41.96742296218872,13.07044267654419,9.389245510101318
mps-uncap,0.1,35.423519611358614,12.080359458923336,6.980197429656982
mps-uncap,0.2,34.410197734832764,13.055460453033444,7.213344573974611
mps-uncap,0.3,40.113492012023926,13.166465759277342,8.066415786743164
mps-uncap,0.4,40.59548377990722,12.868139743804937,9.184350967407225
