mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_mobilenet_v3_small-2
mps-uncap,0.8,0.014543533325195312,0.010013580322265625,0.008821487426757812
mps-uncap,0.9,0.014781951904296875,0.011444091796875,0.0095367431640625
mps-uncap,1.0,0.017404556274414062,0.01239776611328125,0.011205673217773438
mps-uncap,0.5,0.014543533325195312,0.011920928955078125,0.01049041748046875
mps-uncap,0.6,0.014066696166992188,0.011444091796875,0.0095367431640625
mps-uncap,0.7,0.01430511474609375,0.011205673217773438,0.0095367431640625
mps-uncap,0.1,0.015735626220703125,0.013589859008789062,0.011444091796875
mps-uncap,0.2,0.012874603271484375,0.011444091796875,0.01049041748046875
mps-uncap,0.3,0.014781951904296875,0.012636184692382812,0.01049041748046875
mps-uncap,0.4,0.01430511474609375,0.010967254638671875,0.010728836059570312
