mode,load,0_densenet121-8,1_resnet18-8,2_vgg16-2
mps-uncap,0.8,6.942987442016602,1.5842914581298828,1.9397735595703125
mps-uncap,0.9,6.949663162231445,1.6002655029296875,1.935720443725586
mps-uncap,1.0,8.049249649047852,1.5976428985595703,1.9407272338867188
mps-uncap,0.5,6.894826889038086,1.5842914581298828,1.9497871398925781
mps-uncap,0.6,6.970405578613281,1.598358154296875,1.947641372680664
mps-uncap,0.7,6.888389587402344,1.5969276428222656,1.9419193267822266
mps-uncap,0.1,7.5511932373046875,1.5988349914550781,1.9497871398925781
mps-uncap,0.2,6.876707077026367,1.5990734100341797,1.9450187683105469
mps-uncap,0.3,6.804943084716797,1.5990734100341797,1.9526481628417969
mps-uncap,0.4,6.915092468261719,1.6012191772460938,1.949310302734375
