mode,load,0_densenet169-2,1_squeezenet1_0-32,2_vgg13-16
mps-uncap,0.8,17.098665237426758,6.296396255493164,8.625507354736328
mps-uncap,0.9,16.94941520690918,6.475210189819336,8.624076843261719
mps-uncap,1.0,28.287649154663086,6.440877914428711,8.641242980957031
mps-uncap,0.5,17.361879348754883,6.234884262084961,8.534669876098633
mps-uncap,0.6,16.901016235351562,6.2541961669921875,8.529186248779297
mps-uncap,0.7,17.048358917236328,6.232500076293945,8.539676666259766
mps-uncap,0.1,18.956422805786133,6.258487701416016,8.518218994140625
mps-uncap,0.2,17.89379119873047,6.173849105834961,8.4228515625
mps-uncap,0.3,17.05336570739746,6.242275238037109,8.453130722045898
mps-uncap,0.4,16.7386531829834,6.234169006347656,8.481025695800781
