mode,load,0_densenet169-2,1_squeezenet1_0-32,2_vgg13-16
mps-uncap,0.8,20.2359238984496,1658.897791206551,1074.7403310510995
mps-uncap,0.9,22.644080807233728,1807.9544098041165,1230.2323105919097
mps-uncap,1.0,23.767951329449218,1939.6768305149653,1206.484078015718
mps-uncap,0.5,13.534412560439051,1018.9943580685081,701.2744417151106
mps-uncap,0.6,15.748743189502312,1205.4149164332146,846.312244723156
mps-uncap,0.7,17.138188237669635,1423.3478204095454,966.177149851653
mps-uncap,0.1,2.5418539858784834,213.75381017903268,141.49609394575086
mps-uncap,0.2,5.527489331330306,407.37181961568854,264.4132294959523
mps-uncap,0.3,7.290634091332882,613.7621280476975,401.61448772313196
mps-uncap,0.4,10.28625659768554,810.7776943124727,549.9908188081298
