mode,load,0_densenet169-2,1_squeezenet1_0-32,2_vgg13-16
mps-uncap,0.8,82.58867263793945,24.323225021362305,18.129825592041016
mps-uncap,0.9,98.64544868469238,22.610902786254883,17.25912094116211
mps-uncap,1.0,97.8841781616211,21.287202835083008,16.88408851623535
mps-uncap,0.5,87.7981185913086,21.42167091369629,16.705989837646484
mps-uncap,0.6,81.49003982543945,21.52109146118164,16.705036163330078
mps-uncap,0.7,91.25423431396484,22.131681442260742,16.74628257751465
mps-uncap,0.1,42.207956314086914,21.296977996826172,20.30634880065918
mps-uncap,0.2,42.78850555419922,22.956371307373047,21.31509780883789
mps-uncap,0.3,64.87846374511719,24.88422393798828,20.88308334350586
mps-uncap,0.4,64.32461738586426,22.066354751586914,16.92485809326172
