mode,load,0_densenet169-2,1_squeezenet1_0-32,2_vgg13-16
mps-uncap,0.8,60.56928634643555,33.529043197631836,31.081676483154297
mps-uncap,0.9,269.92154121398926,80.71780204772949,477.1711826324463
mps-uncap,1.0,2392.8442001342773,1002.551794052124,4359.19713973999
mps-uncap,0.5,24.939298629760742,12.390375137329102,12.757062911987305
mps-uncap,0.6,28.99956703186035,15.493631362915039,14.309167861938477
mps-uncap,0.7,39.934635162353516,17.5931453704834,19.182443618774414
mps-uncap,0.1,31.543970108032227,8.606195449829102,9.65261459350586
mps-uncap,0.2,30.335187911987305,8.58163833618164,9.70911979675293
mps-uncap,0.3,27.85336971282959,8.603572845458984,9.803295135498047
mps-uncap,0.4,23.751020431518555,9.71841812133789,10.943174362182617
