mode,load,0_mobilenet_v2-8,1_mobilenet_v2-8
mig,0.1,307.9268139420435,264.3807170171843
mig,0.2,603.9430532844405,521.0393754289196
mig,0.3,910.6819638216825,783.4034966015479
mig,0.4,1233.2547954925035,1027.5295287729348
mig,0.5,1503.8369177903892,1340.9171476255979
mig,0.6,1812.2302477734488,1522.7783389392484
mig,0.7,2100.7065161140263,1766.100362122919
mig,0.8,2464.0071806279193,2068.7279500174377
mig,0.9,2706.06227304237,2325.935153158071
mig,1.0,2710.596269372715,2592.1342169608274
