mode,load,0_densenet169-2,1_resnet34-32,2_squeezenet1_0-16
mps-uncap,0.8,151.59171104431144,165.70343494415286,70.47054052352905
mps-uncap,0.9,277.73588657379156,2635.1791191101074,2423.817949295044
mps-uncap,1.0,2331.256246566772,8027.962093353271,3799.4234561920166
mps-uncap,0.5,51.55133247375487,33.734622001647935,20.061731338500977
mps-uncap,0.6,74.22995567321773,54.09847497940046,27.49234199523926
mps-uncap,0.7,173.37002754211343,79.04801368713382,41.94202899932863
mps-uncap,0.1,51.03638648986814,23.6293077468872,12.411131858825692
mps-uncap,0.2,51.776790618896456,22.207536697387663,12.113144397735594
mps-uncap,0.3,51.99735641479492,25.64310073852542,13.657159805297852
mps-uncap,0.4,51.21748447418213,27.75697708129886,19.244747161865185
