mode,load,0_densenet169-2,1_resnet34-32,2_squeezenet1_0-16
mps-uncap,0.8,17.11106300354004,6.817102432250977,3.1120777130126953
mps-uncap,0.9,17.05479621887207,7.056474685668945,3.308534622192383
mps-uncap,1.0,18.414974212646484,7.804632186889648,3.4372806549072266
mps-uncap,0.5,17.031192779541016,6.475925445556641,3.0891895294189453
mps-uncap,0.6,16.86239242553711,6.51860237121582,3.0977725982666016
mps-uncap,0.7,16.947031021118164,6.580591201782227,3.11279296875
mps-uncap,0.1,17.291784286499023,6.83903694152832,3.2892227172851562
mps-uncap,0.2,17.061233520507812,6.798267364501953,3.1287670135498047
mps-uncap,0.3,16.69025421142578,6.567955017089844,3.256559371948242
mps-uncap,0.4,17.005443572998047,6.531476974487305,3.1044483184814453
